Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene stable ID version	Gene name
ENSG00000111203	12	2921788	2968957	ENSG00000111203.7	ITFG2
ENSG00000111206	12	2966847	2986206	ENSG00000111206.8	FOXM1
ENSG00000111215	12	10977559	11324212	ENSG00000111215.7	PRR4
ENSG00000111218	12	3490515	3703139	ENSG00000111218.7	PRMT8
ENSG00000111224	12	3900213	3982608	ENSG00000111224.9	PARP11
ENSG00000111229	12	110872630	110888227	ENSG00000111229.11	ARPC3
ENSG00000111231	12	110890289	110907073	ENSG00000111231.4	GPN3
ENSG00000111237	12	110928902	110939922	ENSG00000111237.14	VPS29
ENSG00000111241	12	4537321	4554780	ENSG00000111241.2	FGF6
ENSG00000111245	12	111348623	111358526	ENSG00000111245.10	MYL2
ENSG00000111247	12	4647950	4669214	ENSG00000111247.10	RAD51AP1
ENSG00000111249	12	111471828	111788358	ENSG00000111249.9	CUX2
ENSG00000111252	12	111843752	111889427	ENSG00000111252.6	SH2B3
ENSG00000111254	12	4724674	4758213	ENSG00000111254.3	AKAP3
ENSG00000111261	12	12482198	12503475	ENSG00000111261.9	MANSC1
ENSG00000111262	12	5019071	5040527	ENSG00000111262.4	KCNA1
ENSG00000111266	12	12628829	12715317	ENSG00000111266.4	DUSP16
ENSG00000111269	12	12764761	12798042	ENSG00000111269.2	CREBL2
ENSG00000111271	12	112123857	112194903	ENSG00000111271.10	ACAD10
ENSG00000111275	12	112204691	112247782	ENSG00000111275.8	ALDH2
ENSG00000111276	12	12867992	12875305	ENSG00000111276.6	CDKN1B
ENSG00000111291	12	13093709	13105081	ENSG00000111291.4	GPRC5D
ENSG00000111300	12	112464500	112546826	ENSG00000111300.5	NAA25
ENSG00000111305	12	13236494	13256619	ENSG00000111305.14	GSG1
ENSG00000111319	12	6456009	6486896	ENSG00000111319.8	SCNN1A
ENSG00000111321	12	6484211	6500733	ENSG00000111321.6	LTBR
ENSG00000111325	12	123459127	123464590	ENSG00000111325.12	OGFOD2
ENSG00000111328	12	123745528	123756881	ENSG00000111328.2	CDK2AP1
ENSG00000111331	12	113376157	113411054	ENSG00000111331.8	OAS3
ENSG00000111335	12	113416200	113449528	ENSG00000111335.8	OAS2
ENSG00000111339	12	14978503	14996429	ENSG00000111339.6	ART4
ENSG00000111341	12	15034115	15038860	ENSG00000111341.5	MGP
ENSG00000111344	12	113536624	113574044	ENSG00000111344.7	RASAL1
ENSG00000111348	12	15094951	15114662	ENSG00000111348.4	ARHGDIB
ENSG00000111358	12	124118375	124147153	ENSG00000111358.9	GTF2H3
ENSG00000111361	12	124104953	124118313	ENSG00000111361.8	EIF2B1
ENSG00000111364	12	124086624	124105488	ENSG00000111364.11	DDX55
ENSG00000111371	12	46576846	46663800	ENSG00000111371.11	SLC38A1
ENSG00000111404	12	18233803	18473041	ENSG00000111404.2	RERGL
ENSG00000111405	12	48103517	48119350	ENSG00000111405.4	ENDOU
ENSG00000111412	12	117153593	117175875	ENSG00000111412.4	C12orf49
ENSG00000111424	12	48235320	48336831	ENSG00000111424.6	VDR
ENSG00000111432	12	130647004	130650285	ENSG00000111432.4	FZD10
ENSG00000111445	12	118451393	118470935	ENSG00000111445.9	RFC5
ENSG00000111450	12	131274145	131323811	ENSG00000111450.9	STX2
ENSG00000111452	12	131438452	131626014	ENSG00000111452.8	GPR133
ENSG00000111481	12	54694986	54745633	ENSG00000111481.5	COPZ1
ENSG00000111530	12	67663061	67713731	ENSG00000111530.8	CAND1
ENSG00000111536	12	68595131	68619601	ENSG00000111536.4	IL26
ENSG00000111537	12	68548548	68553527	ENSG00000111537.4	IFNG
ENSG00000111540	12	56367697	56388490	ENSG00000111540.11	RAB5B
ENSG00000111554	12	68666223	68726161	ENSG00000111554.10	MDM1
ENSG00000111581	12	69080514	69136785	ENSG00000111581.5	NUP107
ENSG00000111596	12	70636774	70748773	ENSG00000111596.7	CNOT2
ENSG00000111602	12	56810903	56843187	ENSG00000111602.7	TIMELESS
ENSG00000111605	12	69633317	69668138	ENSG00000111605.12	CPSF6
ENSG00000111615	12	75890684	75905416	ENSG00000111615.8	KRR1
ENSG00000111639	12	6601150	6603007	ENSG00000111639.3	MRPL51
ENSG00000111640	12	6643093	6647537	ENSG00000111640.10	GAPDH
ENSG00000111641	12	6666029	6677857	ENSG00000111641.6	NOP2
ENSG00000111642	12	6679249	6716642	ENSG00000111642.10	CHD4
ENSG00000111644	12	6747241	6756626	ENSG00000111644.3	ACRBP
ENSG00000111647	12	100422233	100536626	ENSG00000111647.8	UHRF1BP1L
ENSG00000111652	12	6832907	6841041	ENSG00000111652.5	COPS7A
ENSG00000111653	12	6759446	6772314	ENSG00000111653.15	ING4
ENSG00000111664	12	6949118	6956557	ENSG00000111664.6	GNB3
ENSG00000111665	12	6953957	6961230	ENSG00000111665.7	CDCA3
ENSG00000111666	12	102090725	102137918	ENSG00000111666.6	CHPT1
ENSG00000111667	12	6961292	6975796	ENSG00000111667.9	USP5
ENSG00000111669	12	6976283	6980112	ENSG00000111669.10	TPI1
ENSG00000111670	12	102139275	102224716	ENSG00000111670.10	GNPTAB
ENSG00000111671	12	6980099	6998522	ENSG00000111671.5	SPSB2
ENSG00000111674	12	7022909	7032861	ENSG00000111674.4	ENO2
ENSG00000111676	12	7033626	7051484	ENSG00000111676.10	ATN1
ENSG00000111678	12	7052141	7055166	ENSG00000111678.6	C12orf57
ENSG00000111679	12	7055631	7070479	ENSG00000111679.12	PTPN6
ENSG00000111684	12	7085348	7125814	ENSG00000111684.6	LPCAT3
ENSG00000111696	12	104164231	104234975	ENSG00000111696.7	NT5DC3
ENSG00000111700	12	20963636	21243040	ENSG00000111700.8	SLCO1B3
ENSG00000111701	12	7801996	7818499	ENSG00000111701.6	APOBEC1
ENSG00000111704	12	7940390	7948655	ENSG00000111704.6	NANOG
ENSG00000111707	12	118814185	118855840	ENSG00000111707.7	SUDS3
ENSG00000111711	12	21654715	21671342	ENSG00000111711.5	GOLT1B
ENSG00000111713	12	21689123	21757781	ENSG00000111713.2	GYS2
ENSG00000111716	12	21788276	21910791	ENSG00000111716.8	LDHB
ENSG00000111725	12	120105558	120119435	ENSG00000111725.6	PRKAB1
ENSG00000111726	12	22199108	22218608	ENSG00000111726.8	CMAS
ENSG00000111727	12	104458235	104498639	ENSG00000111727.7	HCFC2
ENSG00000111728	12	22216707	22589975	ENSG00000111728.6	ST8SIA1
ENSG00000111729	12	8276228	8291203	ENSG00000111729.8	CLEC4A
ENSG00000111731	12	22601517	22697480	ENSG00000111731.8	C2CD5
ENSG00000111732	12	8754762	8765467	ENSG00000111732.6	AICDA
ENSG00000111737	12	120532899	120555306	ENSG00000111737.7	RAB35
ENSG00000111752	12	9066492	9094063	ENSG00000111752.6	PHC1
ENSG00000111775	12	120875893	120878545	ENSG00000111775.2	COX6A1
ENSG00000111783	12	106976685	107156581	ENSG00000111783.8	RFX4
ENSG00000111785	12	107168373	107283090	ENSG00000111785.14	RIC8B
ENSG00000111786	12	120899471	120907596	ENSG00000111786.4	SRSF9
ENSG00000111790	12	27091316	27119583	ENSG00000111790.9	FGFR1OP2
ENSG00000111796	12	9747147	9760482	ENSG00000111796.3	KLRB1
ENSG00000111799	6	75794042	75915767	ENSG00000111799.16	COL12A1
ENSG00000111801	6	26440700	26453643	ENSG00000111801.11	BTN3A3
ENSG00000111802	6	24650205	24667261	ENSG00000111802.9	TDP2
ENSG00000111816	6	116252312	116381921	ENSG00000111816.6	FRK
ENSG00000111817	6	116575336	116762424	ENSG00000111817.12	DSE
ENSG00000111832	6	116892530	116918838	ENSG00000111832.8	RWDD1
ENSG00000111834	6	116937642	116954148	ENSG00000111834.8	RSPH4A
ENSG00000111837	6	10762956	10838764	ENSG00000111837.7	MAK
ENSG00000111843	6	10723148	10731362	ENSG00000111843.9	TMEM14C
ENSG00000111845	6	10694928	10710015	ENSG00000111845.4	PAK1IP1
ENSG00000111846	6	10492456	10629601	ENSG00000111846.11	GCNT2
ENSG00000111850	6	88032301	88052043	ENSG00000111850.6	SMIM8
ENSG00000111859	6	11183531	11382581	ENSG00000111859.12	NEDD9
ENSG00000111860	6	118781935	119031238	ENSG00000111860.9	CEP85L
ENSG00000111863	6	11712287	11807279	ENSG00000111863.8	ADTRP
ENSG00000111875	6	119215384	119230332	ENSG00000111875.7	ASF1A
ENSG00000111877	6	119134605	119256327	ENSG00000111877.13	MCM9
ENSG00000111879	6	119280928	119470552	ENSG00000111879.14	FAM184A
ENSG00000111880	6	89319985	89673348	ENSG00000111880.11	RNGTT
ENSG00000111885	6	119498374	119670926	ENSG00000111885.5	MAN1A1
ENSG00000111886	6	89966927	90025018	ENSG00000111886.9	GABRR2
ENSG00000111897	6	122764499	122792967	ENSG00000111897.6	SERINC1
ENSG00000111906	6	125541108	125623282	ENSG00000111906.13	HDDC2
ENSG00000111907	6	125440195	125585553	ENSG00000111907.16	TPD52L1
ENSG00000111911	6	126277927	126301387	ENSG00000111911.5	HINT3
ENSG00000111912	6	126102307	126252266	ENSG00000111912.14	NCOA7
ENSG00000111913	6	24797601	25042238	ENSG00000111913.11	FAM65B
ENSG00000111961	6	148593440	148873186	ENSG00000111961.12	SASH1
ENSG00000111962	6	149068464	149398126	ENSG00000111962.7	UST
ENSG00000111981	6	150285143	150294846	ENSG00000111981.4	ULBP1
ENSG00000112029	6	153291664	153304714	ENSG00000112029.5	FBXO5
ENSG00000112031	6	153308497	153323820	ENSG00000112031.11	MTRF1L
ENSG00000112033	6	35310335	35395968	ENSG00000112033.9	PPARD
ENSG00000112038	6	154331631	154568001	ENSG00000112038.13	OPRM1
ENSG00000112039	6	35420138	35434880	ENSG00000112039.3	FANCE
ENSG00000112041	6	35465651	35480715	ENSG00000112041.8	TULP1
ENSG00000112053	6	35911291	35992645	ENSG00000112053.9	SLC26A8
ENSG00000112062	6	35995488	36079013	ENSG00000112062.6	MAPK14
ENSG00000112077	6	49572871	49604552	ENSG00000112077.11	RHAG
ENSG00000112078	6	36410544	36458920	ENSG00000112078.9	KCTD20
ENSG00000112079	6	36461669	36515247	ENSG00000112079.8	STK38
ENSG00000112081	6	36562145	36573377	ENSG00000112081.12	SRSF3
ENSG00000112096	6	160090089	160183561	ENSG00000112096.12	SOD2
ENSG00000112110	6	160210844	160219468	ENSG00000112110.5	MRPL18
ENSG00000112115	6	52051185	52055436	ENSG00000112115.5	IL17A
ENSG00000112116	6	52101479	52109335	ENSG00000112116.9	IL17F
ENSG00000112118	6	52128807	52149679	ENSG00000112118.13	MCM3
ENSG00000112130	6	37321748	37362514	ENSG00000112130.12	RNF8
ENSG00000112137	6	12717893	13288645	ENSG00000112137.12	PHACTR1
ENSG00000112139	6	37600284	37667082	ENSG00000112139.10	MDGA1
ENSG00000112144	6	52866077	52926600	ENSG00000112144.11	ICK
ENSG00000112146	6	52916789	52965671	ENSG00000112146.12	FBXO9
ENSG00000112149	6	14117872	14137149	ENSG00000112149.5	CD83
ENSG00000112159	6	90352218	90529442	ENSG00000112159.7	MDN1
ENSG00000112164	6	39016574	39055519	ENSG00000112164.5	GLP1R
ENSG00000112167	6	39071840	39082965	ENSG00000112167.5	SAYSD1
ENSG00000112175	6	55618443	55740362	ENSG00000112175.6	BMP5
ENSG00000112182	6	90636248	91006627	ENSG00000112182.10	BACH2
ENSG00000112183	6	17281577	17294106	ENSG00000112183.10	RBM24
ENSG00000112186	6	17393447	17558023	ENSG00000112186.7	CAP2
ENSG00000112195	6	41158015	41168932	ENSG00000112195.8	TREML2
ENSG00000112200	6	56951642	57035105	ENSG00000112200.12	ZNF451
ENSG00000112208	6	57037124	57054631	ENSG00000112208.10	BAG2
ENSG00000112210	6	57053607	57087078	ENSG00000112210.7	RAB23
ENSG00000112212	6	41010293	41012076	ENSG00000112212.7	TSPO2
ENSG00000112214	6	97010424	97064512	ENSG00000112214.6	FHL5
ENSG00000112218	6	97242002	97285353	ENSG00000112218.7	GPR63
ENSG00000112232	6	62389865	62996132	ENSG00000112232.8	KHDRBS2
ENSG00000112234	6	99316420	99395849	ENSG00000112234.4	FBXL4
ENSG00000112237	6	99990256	100016849	ENSG00000112237.8	CCNC
ENSG00000112238	6	100054606	100063454	ENSG00000112238.11	PRDM13
ENSG00000112242	6	20402398	20493941	ENSG00000112242.10	E2F3
ENSG00000112245	6	64231666	64293492	ENSG00000112245.6	PTP4A1
ENSG00000112246	6	100832891	100912805	ENSG00000112246.5	SIM1
ENSG00000112249	6	100956070	101329248	ENSG00000112249.9	ASCC3
ENSG00000112276	6	105544697	105585049	ENSG00000112276.9	BVES
ENSG00000112280	6	70924764	71012786	ENSG00000112280.11	COL9A1
ENSG00000112282	6	131895106	131949369	ENSG00000112282.13	MED23
ENSG00000112290	6	110421022	110501207	ENSG00000112290.8	WASF1
ENSG00000112293	6	24424793	24495433	ENSG00000112293.10	GPLD1
ENSG00000112294	6	24495080	24537435	ENSG00000112294.8	ALDH5A1
ENSG00000112297	6	106959730	107018326	ENSG00000112297.10	AIM1
ENSG00000112299	6	133002729	133035188	ENSG00000112299.7	VNN1
ENSG00000112303	6	133065009	133084598	ENSG00000112303.9	VNN2
ENSG00000112304	6	24667263	24705293	ENSG00000112304.6	ACOT13
ENSG00000112305	6	71377479	71571718	ENSG00000112305.10	SMAP1
ENSG00000112309	6	71566382	71666741	ENSG00000112309.6	B3GAT2
ENSG00000112312	6	24775159	24786327	ENSG00000112312.5	GMNN
ENSG00000112319	6	133561736	133853258	ENSG00000112319.13	EYA4
ENSG00000112320	6	107811162	107981357	ENSG00000112320.7	SOBP
ENSG00000112333	6	108487262	108510013	ENSG00000112333.7	NR2E1
ENSG00000112335	6	108532426	108582464	ENSG00000112335.10	SNX3
ENSG00000112337	6	25912982	25930946	ENSG00000112337.6	SLC17A2
ENSG00000112339	6	135281516	135424194	ENSG00000112339.10	HBS1L
ENSG00000112343	6	25963030	25987384	ENSG00000112343.8	TRIM38
ENSG00000112357	6	137143717	137235075	ENSG00000112357.8	PEX7
ENSG00000112365	6	109783797	109804440	ENSG00000112365.4	ZBTB24
ENSG00000112367	6	110012499	110146631	ENSG00000112367.6	FIG4
ENSG00000112378	6	138409642	138428648	ENSG00000112378.11	PERP
ENSG00000112379	6	138483058	138665800	ENSG00000112379.8	KIAA1244
ENSG00000112394	6	111408781	111552397	ENSG00000112394.12	SLC16A10
ENSG00000112406	6	139456249	139501939	ENSG00000112406.4	HECA
ENSG00000112414	6	142622991	142767403	ENSG00000112414.10	GPR126
ENSG00000112419	6	143857982	144152322	ENSG00000112419.10	PHACTR2
ENSG00000112425	6	145822719	146057160	ENSG00000112425.9	EPM2A
ENSG00000112462	6	29341200	29343068	ENSG00000112462.8	OR12D3
ENSG00000112473	6	33168222	33172216	ENSG00000112473.12	SLC39A7
ENSG00000112486	6	167525295	167553184	ENSG00000112486.10	CCR6
ENSG00000112494	6	167684657	167729507	ENSG00000112494.5	UNC93A
ENSG00000112499	6	160592093	160698670	ENSG00000112499.8	SLC22A2
ENSG00000112511	6	33378176	33384230	ENSG00000112511.13	PHF1
ENSG00000112514	6	33384219	33386094	ENSG00000112514.11	CUTA
ENSG00000112530	6	163148164	163736524	ENSG00000112530.7	PACRG
ENSG00000112531	6	163835032	163999628	ENSG00000112531.12	QKI
ENSG00000112539	6	165693153	165723096	ENSG00000112539.10	C6orf118
ENSG00000112541	6	165740776	166400091	ENSG00000112541.9	PDE10A
ENSG00000112559	6	41604620	41621984	ENSG00000112559.9	MDFI
ENSG00000112561	6	41651716	41703997	ENSG00000112561.13	TFEB
ENSG00000112562	6	168841831	169073984	ENSG00000112562.14	SMOC2
ENSG00000112576	6	41902671	42018095	ENSG00000112576.8	CCND3
ENSG00000112578	6	41888926	41900784	ENSG00000112578.5	BYSL
ENSG00000112584	6	170599791	170716153	ENSG00000112584.9	FAM120B
ENSG00000112592	6	170863390	170881958	ENSG00000112592.8	TBP
ENSG00000112599	6	42152139	42162654	ENSG00000112599.8	GUCA1B
ENSG00000112619	6	42664340	42690312	ENSG00000112619.6	PRPH2
ENSG00000112624	6	42749765	42836298	ENSG00000112624.8	GLTSCR1L
ENSG00000112640	6	42952237	42980080	ENSG00000112640.10	PPP2R5D
ENSG00000112651	6	43021767	43027544	ENSG00000112651.7	MRPL2
ENSG00000112655	6	43044006	43129457	ENSG00000112655.11	PTK7
ENSG00000112658	6	43139037	43149243	ENSG00000112658.6	SRF
ENSG00000112659	6	43149913	43192325	ENSG00000112659.9	CUL9
ENSG00000112667	6	43193367	43197222	ENSG00000112667.8	DNPH1
ENSG00000112679	6	291630	351355	ENSG00000112679.10	DUSP22
ENSG00000112685	6	485133	693117	ENSG00000112685.9	EXOC2
ENSG00000112695	6	75947391	75960039	ENSG00000112695.7	COX7A2
ENSG00000112697	6	75962640	75994684	ENSG00000112697.11	TMEM30A
ENSG00000112699	6	1624041	2245926	ENSG00000112699.6	GMDS
ENSG00000112701	6	76311225	76427997	ENSG00000112701.13	SENP6
ENSG00000112706	6	76630832	76782395	ENSG00000112706.7	IMPG1
ENSG00000112715	6	43737921	43754224	ENSG00000112715.16	VEGFA
ENSG00000112739	6	4021501	4065217	ENSG00000112739.12	PRPF4B
ENSG00000112742	6	80713604	80752244	ENSG00000112742.5	TTK
ENSG00000112759	6	44187242	44201888	ENSG00000112759.12	SLC29A1
ENSG00000112761	6	112375275	112392171	ENSG00000112761.14	WISP3
ENSG00000112763	6	26458150	26476849	ENSG00000112763.11	BTN2A1
ENSG00000112769	6	112429963	112576141	ENSG00000112769.14	LAMA4
ENSG00000112773	6	82201156	82462491	ENSG00000112773.11	FAM46A
ENSG00000112782	6	45868045	46048132	ENSG00000112782.11	CLIC5
ENSG00000112787	12	133066137	133161774	ENSG00000112787.8	FBRSL1
ENSG00000112796	6	46126924	46138708	ENSG00000112796.5	ENPP5
ENSG00000112799	6	6588341	6655216	ENSG00000112799.4	LY86
ENSG00000112812	6	27215480	27224403	ENSG00000112812.11	PRSS16
ENSG00000112818	6	46761127	46807515	ENSG00000112818.5	MEP1A
ENSG00000112837	6	85397069	85474237	ENSG00000112837.12	TBX18
ENSG00000112851	5	65222303	65378377	ENSG00000112851.10	ERBB2IP
ENSG00000112852	5	140474227	140476962	ENSG00000112852.4	PCDHB2
ENSG00000112855	5	140071011	140078889	ENSG00000112855.10	HARS2
ENSG00000112874	5	102884556	102898494	ENSG00000112874.5	NUDT12
ENSG00000112877	5	612387	667283	ENSG00000112877.6	CEP72
ENSG00000112893	5	109025067	109205326	ENSG00000112893.5	MAN2A1
ENSG00000112902	5	9035138	9546187	ENSG00000112902.7	SEMA5A
ENSG00000112936	5	40909354	40983041	ENSG00000112936.14	C7
ENSG00000112941	5	6714718	6757161	ENSG00000112941.8	PAPD7
ENSG00000112964	5	42423879	42721979	ENSG00000112964.9	GHR
ENSG00000112972	5	43289497	43313614	ENSG00000112972.10	HMGCS1
ENSG00000112977	5	10679342	10761384	ENSG00000112977.11	DAP
ENSG00000112981	5	137450866	137475132	ENSG00000112981.3	NME5
ENSG00000112983	5	137475455	137514675	ENSG00000112983.13	BRD8
ENSG00000112984	5	137514408	137523404	ENSG00000112984.7	KIF20A
ENSG00000112992	5	43602794	43707507	ENSG00000112992.12	NNT
ENSG00000112996	5	44809027	44820530	ENSG00000112996.5	MRPS30
ENSG00000113013	5	137890571	137911133	ENSG00000113013.8	HSPA9
ENSG00000113048	5	71515236	71616473	ENSG00000113048.12	MRPS27
ENSG00000113070	5	139712428	139726216	ENSG00000113070.6	HBEGF
ENSG00000113073	5	139739787	139754728	ENSG00000113073.10	SLC4A9
ENSG00000113083	5	121398890	121413980	ENSG00000113083.8	LOX
ENSG00000113088	5	54320081	54330398	ENSG00000113088.5	GZMK
ENSG00000113100	5	26880709	27121257	ENSG00000113100.5	CDH9
ENSG00000113108	5	139937853	139973337	ENSG00000113108.13	APBB3
ENSG00000113119	5	140019012	140024993	ENSG00000113119.8	TMCO6
ENSG00000113140	5	151040657	151066726	ENSG00000113140.6	SPARC
ENSG00000113141	5	140026643	140042064	ENSG00000113141.11	IK
ENSG00000113161	5	74632154	74657929	ENSG00000113161.11	HMGCR
ENSG00000113163	5	74664311	74807963	ENSG00000113163.11	COL4A3BP
ENSG00000113194	5	175874629	175937075	ENSG00000113194.8	FAF2
ENSG00000113196	5	153854532	153857824	ENSG00000113196.2	HAND1
ENSG00000113205	5	140480234	140483406	ENSG00000113205.2	PCDHB3
ENSG00000113209	5	140514800	140517703	ENSG00000113209.6	PCDHB5
ENSG00000113211	5	140529683	140532868	ENSG00000113211.3	PCDHB6
ENSG00000113212	5	140552243	140555957	ENSG00000113212.4	PCDHB7
ENSG00000113231	5	76506274	76725632	ENSG00000113231.9	PDE8B
ENSG00000113240	5	178029665	178057616	ENSG00000113240.8	CLK4
ENSG00000113248	5	140625147	140627799	ENSG00000113248.3	PCDHB15
ENSG00000113249	5	156456424	156486130	ENSG00000113249.8	HAVCR1
ENSG00000113262	5	178405328	178423207	ENSG00000113262.10	GRM6
ENSG00000113263	5	156569944	156682201	ENSG00000113263.8	ITK
ENSG00000113269	5	179338651	179499118	ENSG00000113269.9	RNF130
ENSG00000113272	5	157158205	157168456	ENSG00000113272.9	THG1L
ENSG00000113273	5	78073032	78281910	ENSG00000113273.11	ARSB
ENSG00000113282	5	157212751	157286183	ENSG00000113282.9	CLINT1
ENSG00000113296	5	79287134	79379110	ENSG00000113296.10	THBS4
ENSG00000113300	5	179921412	180005405	ENSG00000113300.7	CNOT6
ENSG00000113302	5	158741791	158757895	ENSG00000113302.4	IL12B
ENSG00000113303	5	180326077	180377906	ENSG00000113303.7	BTNL8
ENSG00000113312	5	159436120	159492550	ENSG00000113312.6	TTC1
ENSG00000113318	5	79950467	80172279	ENSG00000113318.9	MSH3
ENSG00000113319	5	80256491	80525975	ENSG00000113319.7	RASGRF2
ENSG00000113327	5	161494546	161582542	ENSG00000113327.10	GABRG2
ENSG00000113328	5	162864575	162873157	ENSG00000113328.14	CCNG1
ENSG00000113356	5	89767565	89810370	ENSG00000113356.6	POLR3G
ENSG00000113360	5	31400604	31532303	ENSG00000113360.12	DROSHA
ENSG00000113361	5	31193857	31329253	ENSG00000113361.8	CDH6
ENSG00000113368	5	126112315	126172712	ENSG00000113368.7	LMNB1
ENSG00000113369	5	90664541	90679176	ENSG00000113369.4	ARRDC3
ENSG00000113384	5	32124810	32174456	ENSG00000113384.9	GOLPH3
ENSG00000113387	5	32531739	32604185	ENSG00000113387.7	SUB1
ENSG00000113389	5	32689176	32791819	ENSG00000113389.11	NPR3
ENSG00000113391	5	92953775	93447404	ENSG00000113391.12	FAM172A
ENSG00000113396	5	127873706	128369335	ENSG00000113396.8	SLC27A6
ENSG00000113407	5	33440802	33469644	ENSG00000113407.9	TARS
ENSG00000113430	5	1877541	1887350	ENSG00000113430.5	IRX4
ENSG00000113441	5	96271098	96373219	ENSG00000113441.11	LNPEP
ENSG00000113448	5	58264865	59817947	ENSG00000113448.12	PDE4D
ENSG00000113456	5	34905369	34919094	ENSG00000113456.14	RAD1
ENSG00000113460	5	34915481	34926101	ENSG00000113460.8	BRIX1
ENSG00000113492	5	34998206	35048198	ENSG00000113492.9	AGXT2
ENSG00000113494	5	35048861	35230794	ENSG00000113494.12	PRLR
ENSG00000113504	5	1050499	1112150	ENSG00000113504.15	SLC12A7
ENSG00000113520	5	132009678	132018368	ENSG00000113520.6	IL4
ENSG00000113522	5	131891711	131980313	ENSG00000113522.9	RAD50
ENSG00000113525	5	131877136	131892530	ENSG00000113525.5	IL5
ENSG00000113532	5	100142639	100238970	ENSG00000113532.8	ST8SIA4
ENSG00000113552	5	141371314	141392606	ENSG00000113552.11	GNPDA1
ENSG00000113555	5	141323150	141349304	ENSG00000113555.4	PCDH12
ENSG00000113558	5	133484633	133512729	ENSG00000113558.14	SKP1
ENSG00000113569	5	37288239	37371283	ENSG00000113569.11	NUP155
ENSG00000113575	5	133530025	133561833	ENSG00000113575.5	PPP2CA
ENSG00000113578	5	141971743	142077617	ENSG00000113578.13	FGF1
ENSG00000113580	5	142657496	142815077	ENSG00000113580.10	NR3C1
ENSG00000113583	5	133291201	133304478	ENSG00000113583.6	C5orf15
ENSG00000113593	5	64859063	64883376	ENSG00000113593.7	PPWD1
ENSG00000113594	5	38475065	38608456	ENSG00000113594.5	LIFR
ENSG00000113595	5	64885507	64921802	ENSG00000113595.10	TRIM23
